CODE,title,description,url,t_rex
AMS 211,American Culture in Black and White,"Mutual perceptions of Blacks and Whites in 19th- and 20th-century America, how these perceptions were born, and how they have changed.",https://csi-undergraduate.catalog.cuny.edu/courses/0613322,https://explorer.cuny.edu/receiving-course/061332/2
AMS 212,Twentieth-Century America,"An examination of selected works that are landmarks in the development of 20th-century American culture. Authors will include Hemingway, Faulkner, Ellison, Wright, Miller, Mailer, and Beattie; Harrington, Friedan, and Galbraith.",https://csi-undergraduate.catalog.cuny.edu/courses/0613881,https://explorer.cuny.edu/receiving-course/061388/1
AMS 214,America in the World,"Cross-cultural perspectives on American values, arts, and events. What foreign observers have thought about the United States. How our experience has paralleled, or differed from, that of Europe since the 18th century. What the important similarities, differences, and influences are between Western and Eastern cultures.",https://csi-undergraduate.catalog.cuny.edu/courses/0613891,https://explorer.cuny.edu/receiving-course/061389/1
AMS 215,Introduction to Latinx Studies through the Humanities,"A interdisciplinary introduction to Latinx studies through the humanities.  Students will get an overview of Latinx demographics, identity, history and politics by reading primary and secondary literary texts, screening films, exploring works of art and working with digital media.  These works critically grapple with issues of race and ethnicity, gender and sexuality, linguistic formation, colonialism and immigration as they relate to the Latinx community.  This course will be taught English.",https://csi-undergraduate.catalog.cuny.edu/courses/1514211,https://explorer.cuny.edu/receiving-course/151421/1
AMS 220,Geography of the United States,"This course explores the geographic variety of the United States. The country's physical characteristics are regionally diverse and provide an array of resources. Different populations have put them to use in various ways. The course traces who lives where, why, what they have found there, what have they done with it. Emphasis is placed on the contrasting threads of regional variation and national homogenization.",https://csi-undergraduate.catalog.cuny.edu/courses/0647012,https://explorer.cuny.edu/receiving-course/064701/2
AMS 221,The American Dream,"The hopes, the frustrations, and, particularly, the dreams of American society as observed by foreign and native commentators in the past and present. This course will attempt to assess not only the idealization of the American dream but also disillusionment with it as expressed by such writers as Franklin, Tocqueville, Emerson, Whitman, Henry Adams, and Norman Mailer.",https://csi-undergraduate.catalog.cuny.edu/courses/0613911,https://explorer.cuny.edu/receiving-course/061391/1
AMS 222,The City in American Culture,"Impressions and analyses (literary, social, historical, cinematic, and photographic) of the varied cultures, institutions, and environments that are the substance of American urban life. A course that posits few facile solutions to the urban crisis but knows which questions are to be asked and which myths must be demolished if cities are ever to become humane and pleasurable organisms rather than death- and profit-bound ones.",https://csi-undergraduate.catalog.cuny.edu/courses/0613921,https://explorer.cuny.edu/receiving-course/061392/1
AMS 223,American Minorities,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0613931,https://explorer.cuny.edu/receiving-course/061393/1
AMS 224,Religion in America,"Addresses the development of religion - Protestant, Catholic, Jewish, and others - in the context of American social, cultural, and intellectual history.",https://csi-undergraduate.catalog.cuny.edu/courses/0613941,https://explorer.cuny.edu/receiving-course/061394/1
AMS 227,The Geography of Drugs,"This course combines cultural and economic geography to examine the illicit drug trade. Students will develop an understanding of the global nature of the commodity chains associated with specific major drugs, the ecological and social impact on producing regions, and the operation of drug-trafficking organizations and drug markets here in the U.S.  For geography majors this is designated as a topics course.",https://csi-undergraduate.catalog.cuny.edu/courses/1285841,https://explorer.cuny.edu/receiving-course/128584/1
AMS 230,American Film and American Myth,"An interdisciplinary consideration of American filmmaking practices in relation to national mythmaking. Topics include: American film genre (the Western, film noir, the musical, and other dominant narrative models); gender, race, and class identities in film; cinematic aesthetics and nationalism; and cinematic treatments of international cultural and political relations involving the United States. (arts & com.)",https://csi-undergraduate.catalog.cuny.edu/courses/0624202,https://explorer.cuny.edu/receiving-course/062420/2
AMS 231,American Myths and Realities,"American society, chiefly in the 19th and 20th centuries, and its problems, including democracy in an industrial order, the city, class stratification, and racial conflict, as seen by such representative realistic writers as Henry James, Dreiser, Veblen, William Dean Howells, and W.E.B. DuBois.",https://csi-undergraduate.catalog.cuny.edu/courses/0613961,https://explorer.cuny.edu/receiving-course/061396/1
